team1Name,team2Name,week,day,start,end,season,league,location
Websterland Bulls,Port Cassandraport Bobcats,33,2,9,11,2024,Recreational,East Amyland Arena Field #1
Websterland Bulls,New Roymouth Bears,33,2,14,16,2024,Recreational,East Amyland Arena Field #1
New Ryantown Robbers,Richardville Wolves,33,3,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Tylerland Celtics,33,3,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Lisahaven Chiefs,33,4,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Port Marktown Commandos,33,4,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,South Anthony Eagles,33,5,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Lake Kevin Bears,33,5,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Jerrytown Sox,33,6,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Port Rhondaside Mavericks,33,6,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,New Patrickburgh Sox,33,7,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Richardmouth Hornets,33,7,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Tracyfort Sabres,34,1,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Port Cheryl Bucaneers,34,1,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,New Nicole Vikings,34,2,9,11,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,New Matthew Wildcats,34,2,14,16,2024,Competitive,East Amyland Arena Field #1
New Ryantown Robbers,Hubbardton Hornets,34,3,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Tylerland Celtics,34,3,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Lisahaven Chiefs,34,4,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Port Marktown Commandos,34,4,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,South Anthony Eagles,34,5,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Lake Kevin Bears,34,5,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Jerrytown Sox,34,6,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Port Rhondaside Mavericks,34,6,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,New Patrickburgh Sox,34,7,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Richardmouth Hornets,34,7,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Tracyfort Sabres,35,1,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Port Cheryl Bucaneers,35,1,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,New Nicole Vikings,35,2,9,11,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,New Matthew Wildcats,35,2,14,16,2024,Competitive,East Amyland Arena Field #1
Richardville Wolves,Hubbardton Hornets,35,3,9,11,2024,Competitive,East Amyland Arena Field #1
Tylerland Celtics,Lisahaven Chiefs,35,3,14,16,2024,Competitive,East Amyland Arena Field #1
Tylerland Celtics,Port Marktown Commandos,35,4,9,11,2024,Competitive,East Amyland Arena Field #1
Tylerland Celtics,South Anthony Eagles,35,4,14,16,2024,Competitive,East Amyland Arena Field #1
New Jose Mavericks,South Janetfort Hornets,35,5,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Scottstad Celtics,35,5,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port Melissa Wildcats,35,6,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port Nicole Commandos,35,6,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Tonihaven Bears,35,7,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Lake Lesliechester Bucaneers,35,7,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Cowanberg Sox,36,1,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port Kellitown Wolves,36,1,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Jamesburgh Robbers,36,2,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,East Amberview Americans,36,2,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,New Christine Grizzlies,36,3,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Davidhaven Bulls,36,3,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Guerramouth Bears,36,4,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Thompsonhaven Chargers,36,4,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,North Kathy Vikings,36,5,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Solomonberg Hornets,36,5,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Olsonland Vikings,36,6,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Amymouth Commandos,36,6,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port Jennifer Bears,36,7,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port Reginahaven Americans,36,7,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Lake Johnton Sox,37,1,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Ellisberg Pirates,37,1,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Olsonside Celtics,37,2,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Bowenside Hawks,37,2,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Markshire Jacks,37,3,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,West Catherinechester Pirates,37,3,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Lisafurt Westerners,37,4,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Edwinmouth Bobcats,37,4,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Bowenville Bobcats,37,5,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Hesterburgh Warriors,37,5,14,16,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Port John Hawks,37,6,9,11,2024,Junior,East Amyland Arena Field #1
New Jose Mavericks,Carlchester Grizzlies,37,6,14,16,2024,Junior,East Amyland Arena Field #1
East Melissaton Pirates,Matthewside Rappers,37,7,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Cynthiafort Bulls,37,7,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Hollystad Bulls,38,1,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Millerport Dolphins,38,1,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Leonardland Commandos,38,2,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Robertsburgh Americans,38,2,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Michaelbury Jacks,38,3,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Christianburgh Bulls,38,3,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,New Johnfort Chargers,38,4,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,South Stephanie Hawks,38,4,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Gonzalezville Wildcats,38,5,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,New Sarahmouth Dolphins,38,5,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,North Sharimouth Wildcats,38,6,9,11,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,North Andrewmouth Dolphins,38,6,14,16,2024,Recreational,East Amyland Arena Field #1
East Melissaton Pirates,Cindyfort Pirates,38,7,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Cynthiafort Bulls,38,7,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Hollystad Bulls,39,1,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Millerport Dolphins,39,1,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Leonardland Commandos,39,2,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Robertsburgh Americans,39,2,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Michaelbury Jacks,39,3,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Christianburgh Bulls,39,3,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,New Johnfort Chargers,39,4,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,South Stephanie Hawks,39,4,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Gonzalezville Wildcats,39,5,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,New Sarahmouth Dolphins,39,5,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,North Sharimouth Wildcats,39,6,9,11,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,North Andrewmouth Dolphins,39,6,14,16,2024,Recreational,East Amyland Arena Field #1
Matthewside Rappers,Cindyfort Pirates,39,7,9,11,2024,Recreational,East Amyland Arena Field #1
Cynthiafort Bulls,Hollystad Bulls,39,7,14,16,2024,Recreational,East Amyland Arena Field #1
Cynthiafort Bulls,Millerport Dolphins,40,1,9,11,2024,Recreational,East Amyland Arena Field #1
Cynthiafort Bulls,Leonardland Commandos,40,1,14,16,2024,Recreational,East Amyland Arena Field #1
Jeffreyburgh Wildcats,New Joanna Mavericks,40,2,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Lake Lisamouth Dolphins,40,2,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,New Stevenland Grizzlies,40,3,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Bellstad Bulls,40,3,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Troychester Bulls,40,4,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Port Matthewburgh Chargers,40,4,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Carlsonland Bulls,40,5,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,New Adam Grizzlies,40,5,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Nguyenland Hornets,40,6,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,East Javier Vikings,40,6,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Raymondport Robbers,40,7,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Lozanoport Vikings,40,7,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,New Andre Westerners,41,1,9,11,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Burtonview Robbers,41,1,14,16,2024,Competitive,East Amyland Arena Field #1
Jeffreyburgh Wildcats,Annettechester Pirates,41,2,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Lake Lisamouth Dolphins,41,2,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,New Stevenland Grizzlies,41,3,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Bellstad Bulls,41,3,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Troychester Bulls,41,4,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Port Matthewburgh Chargers,41,4,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Carlsonland Bulls,41,5,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,New Adam Grizzlies,41,5,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Nguyenland Hornets,41,6,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,East Javier Vikings,41,6,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Raymondport Robbers,41,7,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Lozanoport Vikings,41,7,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,New Andre Westerners,42,1,9,11,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Burtonview Robbers,42,1,14,16,2024,Competitive,East Amyland Arena Field #1
New Joanna Mavericks,Annettechester Pirates,42,2,9,11,2024,Competitive,East Amyland Arena Field #1
Lake Lisamouth Dolphins,New Stevenland Grizzlies,42,2,14,16,2024,Competitive,East Amyland Arena Field #1
Lake Lisamouth Dolphins,Bellstad Bulls,42,3,9,11,2024,Competitive,East Amyland Arena Field #1
Lake Lisamouth Dolphins,Troychester Bulls,42,3,14,16,2024,Competitive,East Amyland Arena Field #1
Reginaldview Hawks,Wilsontown Raptors,42,4,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Murphyville Commandos,42,4,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Cardenasstad Westerners,42,5,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Fosterborough Grizzlies,42,5,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Jessicatown Chargers,42,6,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Williamsberg Americans,42,6,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Lake Jenniferborough Sabres,42,7,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,North Nicholasside Jacks,42,7,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Haletown Pirates,43,1,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Port Michelle Jacks,43,1,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Robertsonland Hornets,43,2,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Lake Lisastad Dolphins,43,2,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Ashleyburgh Chiefs,43,3,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Lake Johntown Hawks,43,3,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,North Jasonfort Bulls,43,4,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Port Betty Rappers,43,4,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,South Donna Raptors,43,5,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Adkinschester Celtics,43,5,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Stephenmouth Hawks,43,6,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,West Melissa Grizzlies,43,6,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Stewartfurt Hawks,43,7,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Andreahaven Mavericks,43,7,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,North Paigeberg Americans,44,1,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,South Michaelbury Hornets,44,1,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,East James Rappers,44,2,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Edwinport Bucaneers,44,2,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,West Georgeside Commandos,44,3,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,South Jamieborough Eagles,44,3,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Trujilloshire Hawks,44,4,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Jeffreybury Bucaneers,44,4,14,16,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Beanhaven Bears,44,5,9,11,2024,Junior,East Amyland Arena Field #1
Reginaldview Hawks,Laurenville Americans,44,5,14,16,2024,Junior,East Amyland Arena Field #1
Amyfort Bulls,Shannonhaven Bulls,44,6,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Caldwellside Bears,44,6,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,West Martin Eagles,44,7,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,West Mandy Wildcats,44,7,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Ginatown Sox,45,1,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,New Michaelbury Sox,45,1,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Walkerville Celtics,45,2,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Amandastad Bulls,45,2,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,North Ryanport Mavericks,45,3,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Lake Alyssa Celtics,45,3,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,South Mistyville Grizzlies,45,4,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,East Rebeccaport Raptors,45,4,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Allenmouth Bobcats,45,5,9,11,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,South John Westerners,45,5,14,16,2024,Recreational,East Amyland Arena Field #1
Amyfort Bulls,Lewisfort Jacks,45,6,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Caldwellside Bears,45,6,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,West Martin Eagles,45,7,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,West Mandy Wildcats,45,7,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Ginatown Sox,46,1,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,New Michaelbury Sox,46,1,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Walkerville Celtics,46,2,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Amandastad Bulls,46,2,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,North Ryanport Mavericks,46,3,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Lake Alyssa Celtics,46,3,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,South Mistyville Grizzlies,46,4,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,East Rebeccaport Raptors,46,4,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Allenmouth Bobcats,46,5,9,11,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,South John Westerners,46,5,14,16,2024,Recreational,East Amyland Arena Field #1
Shannonhaven Bulls,Lewisfort Jacks,46,6,9,11,2024,Recreational,East Amyland Arena Field #1
Caldwellside Bears,West Martin Eagles,46,6,14,16,2024,Recreational,East Amyland Arena Field #1
Caldwellside Bears,West Mandy Wildcats,46,7,9,11,2024,Recreational,East Amyland Arena Field #1
Caldwellside Bears,Ginatown Sox,46,7,14,16,2024,Recreational,East Amyland Arena Field #1
Williamsshire Celtics,Port Christopher Chiefs,47,1,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,North Melanie Commandos,47,1,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Fordstad Warriors,47,2,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Ramosland Chiefs,47,2,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Ronaldchester Wolves,47,3,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Port Michelleshire Chargers,47,3,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Haleyhaven Pirates,47,4,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,East Andrew Commandos,47,4,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Heidiport Wolves,47,5,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,East Natasha Vikings,47,5,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Theresafurt Sabres,47,6,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Collinsview Warriors,47,6,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Hannahaven Hawks,47,7,9,11,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Paynechester Wolves,47,7,14,16,2024,Competitive,East Amyland Arena Field #1
Williamsshire Celtics,Ronaldland Vikings,48,1,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,North Melanie Commandos,48,1,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Fordstad Warriors,48,2,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Ramosland Chiefs,48,2,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Ronaldchester Wolves,48,3,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Port Michelleshire Chargers,48,3,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Haleyhaven Pirates,48,4,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,East Andrew Commandos,48,4,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Heidiport Wolves,48,5,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,East Natasha Vikings,48,5,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Theresafurt Sabres,48,6,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Collinsview Warriors,48,6,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Hannahaven Hawks,48,7,9,11,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Paynechester Wolves,48,7,14,16,2024,Competitive,East Amyland Arena Field #1
Port Christopher Chiefs,Ronaldland Vikings,49,1,9,11,2024,Competitive,East Amyland Arena Field #1
North Melanie Commandos,Fordstad Warriors,49,1,14,16,2024,Competitive,East Amyland Arena Field #1
North Melanie Commandos,Ramosland Chiefs,49,2,9,11,2024,Competitive,East Amyland Arena Field #1
North Melanie Commandos,Ronaldchester Wolves,49,2,14,16,2024,Competitive,East Amyland Arena Field #1
Brownville Hornets,Lisashire Chargers,49,3,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Jamesside Americans,49,3,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Marciatown Sabres,49,4,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Tylerhaven Celtics,49,4,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Courtneyland Vikings,49,5,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,East Angelaton Rappers,49,5,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Port Patricia Dolphins,49,6,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,New Timothy Mavericks,49,6,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Johnside Vikings,49,7,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Mistymouth Commandos,49,7,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Port Sandra Bucaneers,50,1,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,West Allisonchester Bulls,50,1,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Rosariomouth Pirates,50,2,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,South Rickyburgh Bulls,50,2,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,South Roy Bucaneers,50,3,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Williamburgh Bobcats,50,3,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Weisston Bears,50,4,9,11,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Carolview Wolves,50,4,14,16,2024,Junior,East Amyland Arena Field #1
Brownville Hornets,Marystad Americans,50,5,9,11,2024,Junior,East Amyland Arena Field #1
