team1Name,team2Name,week,day,start,end,season,league,location
Team 2,Team 9,3,1,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 10,3,2,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 11,3,2,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 12,3,3,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 13,3,3,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 14,3,4,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 15,3,4,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 16,3,5,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 17,3,5,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 18,3,6,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 19,3,6,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 20,3,7,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 21,3,7,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 22,4,1,9,11,2024,League 1,Venue 1 Field #1
Team 2,Team 23,4,1,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 24,4,2,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 4,4,2,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 5,4,3,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 6,4,3,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 7,4,4,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 8,4,4,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 9,4,5,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 10,4,5,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 11,4,6,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 12,4,6,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 13,4,7,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 14,4,7,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 15,5,1,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 16,5,1,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 17,5,2,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 18,5,2,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 19,5,3,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 20,5,3,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 21,5,4,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 22,5,4,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 23,5,5,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 24,5,5,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 5,5,6,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 6,5,6,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 7,5,7,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 8,5,7,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 9,6,1,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 10,6,1,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 11,6,2,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 12,6,2,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 13,6,3,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 14,6,3,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 15,6,4,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 16,6,4,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 17,6,5,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 18,6,5,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 19,6,6,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 20,6,6,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 21,6,7,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 22,6,7,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 23,7,1,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 24,7,1,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 6,7,2,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 7,7,2,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 8,7,3,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 9,7,3,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 10,7,4,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 11,7,4,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 12,7,5,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 13,7,5,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 14,7,6,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 15,7,6,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 16,7,7,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 17,7,7,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 18,8,1,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 19,8,1,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 20,8,2,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 21,8,2,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 22,8,3,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 23,8,3,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 24,8,4,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 7,8,4,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 8,8,5,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 9,8,5,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 10,8,6,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 11,8,6,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 12,8,7,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 13,8,7,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 14,9,1,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 15,9,1,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 16,9,2,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 17,9,2,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 18,9,3,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 19,9,3,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 20,9,4,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 21,9,4,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 22,9,5,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 23,9,5,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 24,9,6,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 8,9,6,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 9,9,7,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 10,9,7,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 11,10,1,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 12,10,1,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 13,10,2,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 14,10,2,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 15,10,3,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 16,10,3,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 17,10,4,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 18,10,4,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 19,10,5,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 20,10,5,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 21,10,6,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 22,10,6,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 23,10,7,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 24,10,7,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 9,11,1,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 10,11,1,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 11,11,2,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 12,11,2,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 13,11,3,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 14,11,3,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 15,11,4,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 16,11,4,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 17,11,5,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 18,11,5,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 19,11,6,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 20,11,6,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 21,11,7,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 22,11,7,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 23,12,1,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 24,12,1,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 10,12,2,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 11,12,2,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 12,12,3,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 13,12,3,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 14,12,4,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 15,12,4,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 16,12,5,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 17,12,5,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 18,12,6,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 19,12,6,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 20,12,7,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 21,12,7,14,16,2024,League 1,Venue 1 Field #1
