team1Name,team2Name,week,day,start,end,season,league,location
East Nicoleshire Jacks,North Donnafort Grizzlies,29,1,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Davidton Americans,29,2,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Scottton Celtics,29,2,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Jonesfurt Pirates,29,3,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,East Gregoryburgh Westerners,29,3,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,North Josephmouth Robbers,29,4,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Rebeccafurt Sox,29,4,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Karenchester Bears,29,5,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,North Alexanderview Jacks,29,5,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Brandonborough Sox,29,6,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,North Kevinmouth Bobcats,29,6,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Morrisland Vikings,29,7,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Perezside Bucaneers,29,7,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Port David Dolphins,30,1,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,West Jennifer Pirates,30,1,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,North Wandaberg Chargers,30,2,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,North Wendy Americans,30,2,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Ortizchester Vikings,30,3,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Benjaminland Chiefs,30,3,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,New Leonard Sabres,30,4,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Andresburgh Dolphins,30,4,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Mandyview Bucaneers,30,5,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,East Brianberg Wildcats,30,5,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Jeanettechester Hornets,30,6,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Port Steven Raptors,30,6,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Wardborough Celtics,30,7,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Patrickberg Rappers,30,7,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Port Karenmouth Americans,31,1,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Port Monica Americans,31,1,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,West Kelly Hawks,31,2,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,East Shelby Raptors,31,2,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Port Todd Dolphins,31,3,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Jakemouth Pirates,31,3,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
East Nicoleshire Jacks,Kevinshire Raptors,31,4,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Karenburgh Chiefs,31,4,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,North Nicholas Warriors,31,5,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Henryfort Jacks,31,5,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Judymouth Bulls,31,6,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,West Teresaport Bears,31,6,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,West Amanda Mavericks,31,7,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Cherylburgh Celtics,31,7,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,West Susan Eagles,32,1,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,New Markborough Bobcats,32,1,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,South Jonathan Eagles,32,2,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Jenningsland Eagles,32,2,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,Port Juliemouth Sabres,32,3,9,11,2024,Diamond League,Johnsonmouth Hub Field #1
Port Michelle Rappers,North Donnafort Grizzlies,32,3,14,16,2024,Diamond League,Johnsonmouth Hub Field #1
