team1Name,team2Name,week,day,start,end,season,league,location
Team 7,Team 8,13,7,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 10,14,1,9,11,2024,League 2,Venue 1 Field #1
Team 9,Team 11,14,1,14,16,2024,League 2,Venue 1 Field #1
Team 9,Team 12,14,2,9,11,2024,League 2,Venue 1 Field #1
Team 9,Team 13,14,2,14,16,2024,League 2,Venue 1 Field #1
Team 9,Team 14,14,3,9,11,2024,League 2,Venue 1 Field #1
Team 9,Team 15,14,3,14,16,2024,League 2,Venue 1 Field #1
Team 9,Team 16,14,4,9,11,2024,League 2,Venue 1 Field #1
Team 10,Team 11,14,4,14,16,2024,League 2,Venue 1 Field #1
Team 10,Team 12,14,5,9,11,2024,League 2,Venue 1 Field #1
Team 10,Team 13,14,5,14,16,2024,League 2,Venue 1 Field #1
Team 10,Team 14,14,6,9,11,2024,League 2,Venue 1 Field #1
Team 10,Team 15,14,6,14,16,2024,League 2,Venue 1 Field #1
Team 10,Team 16,14,7,9,11,2024,League 2,Venue 1 Field #1
Team 11,Team 12,14,7,14,16,2024,League 2,Venue 1 Field #1
Team 11,Team 13,15,1,9,11,2024,League 2,Venue 1 Field #1
Team 11,Team 14,15,1,14,16,2024,League 2,Venue 1 Field #1
Team 11,Team 15,15,2,9,11,2024,League 2,Venue 1 Field #1
Team 11,Team 16,15,2,14,16,2024,League 2,Venue 1 Field #1
Team 12,Team 13,15,3,9,11,2024,League 2,Venue 1 Field #1
Team 12,Team 14,15,3,14,16,2024,League 2,Venue 1 Field #1
Team 12,Team 15,15,4,9,11,2024,League 2,Venue 1 Field #1
Team 12,Team 16,15,4,14,16,2024,League 2,Venue 1 Field #1
Team 13,Team 14,15,5,9,11,2024,League 2,Venue 1 Field #1
Team 13,Team 15,15,5,14,16,2024,League 2,Venue 1 Field #1
Team 13,Team 16,15,6,9,11,2024,League 2,Venue 1 Field #1
Team 14,Team 15,15,6,14,16,2024,League 2,Venue 1 Field #1
Team 14,Team 16,15,7,9,11,2024,League 2,Venue 1 Field #1
Team 15,Team 16,15,7,14,16,2024,League 2,Venue 1 Field #1
Team 17,Team 18,16,1,9,11,2024,League 3,Venue 1 Field #1
Team 17,Team 19,16,1,14,16,2024,League 3,Venue 1 Field #1
Team 17,Team 20,16,2,9,11,2024,League 3,Venue 1 Field #1
Team 17,Team 21,16,2,14,16,2024,League 3,Venue 1 Field #1
Team 17,Team 22,16,3,9,11,2024,League 3,Venue 1 Field #1
Team 17,Team 23,16,3,14,16,2024,League 3,Venue 1 Field #1
Team 17,Team 24,16,4,9,11,2024,League 3,Venue 1 Field #1
Team 18,Team 19,16,4,14,16,2024,League 3,Venue 1 Field #1
Team 18,Team 20,16,5,9,11,2024,League 3,Venue 1 Field #1
Team 18,Team 21,16,5,14,16,2024,League 3,Venue 1 Field #1
Team 18,Team 22,16,6,9,11,2024,League 3,Venue 1 Field #1
Team 18,Team 23,16,6,14,16,2024,League 3,Venue 1 Field #1
Team 18,Team 24,16,7,9,11,2024,League 3,Venue 1 Field #1
Team 19,Team 20,16,7,14,16,2024,League 3,Venue 1 Field #1
Team 19,Team 21,17,1,9,11,2024,League 3,Venue 1 Field #1
Team 19,Team 22,17,1,14,16,2024,League 3,Venue 1 Field #1
Team 19,Team 23,17,2,9,11,2024,League 3,Venue 1 Field #1
Team 19,Team 24,17,2,14,16,2024,League 3,Venue 1 Field #1
Team 20,Team 21,17,3,9,11,2024,League 3,Venue 1 Field #1
Team 20,Team 22,17,3,14,16,2024,League 3,Venue 1 Field #1
Team 20,Team 23,17,4,9,11,2024,League 3,Venue 1 Field #1
Team 20,Team 24,17,4,14,16,2024,League 3,Venue 1 Field #1
Team 21,Team 22,17,5,9,11,2024,League 3,Venue 1 Field #1
Team 21,Team 23,17,5,14,16,2024,League 3,Venue 1 Field #1
Team 21,Team 24,17,6,9,11,2024,League 3,Venue 1 Field #1
Team 22,Team 23,17,6,14,16,2024,League 3,Venue 1 Field #1
Team 22,Team 24,17,7,9,11,2024,League 3,Venue 1 Field #1
Team 23,Team 24,17,7,14,16,2024,League 3,Venue 1 Field #1
