team1Name,team2Name,week,day,start,end,season,league,location
Team 2,Team 15,13,7,14,16,2024,League 1,Venue 1 Field #1
Team 2,Team 16,14,1,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 4,14,1,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 5,14,2,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 6,14,2,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 7,14,3,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 8,14,3,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 9,14,4,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 10,14,4,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 11,14,5,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 12,14,5,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 13,14,6,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 14,14,6,14,16,2024,League 1,Venue 1 Field #1
Team 3,Team 15,14,7,9,11,2024,League 1,Venue 1 Field #1
Team 3,Team 16,14,7,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 5,15,1,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 6,15,1,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 7,15,2,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 8,15,2,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 9,15,3,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 10,15,3,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 11,15,4,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 12,15,4,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 13,15,5,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 14,15,5,14,16,2024,League 1,Venue 1 Field #1
Team 4,Team 15,15,6,9,11,2024,League 1,Venue 1 Field #1
Team 4,Team 16,15,6,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 6,15,7,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 7,15,7,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 8,16,1,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 9,16,1,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 10,16,2,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 11,16,2,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 12,16,3,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 13,16,3,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 14,16,4,9,11,2024,League 1,Venue 1 Field #1
Team 5,Team 15,16,4,14,16,2024,League 1,Venue 1 Field #1
Team 5,Team 16,16,5,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 7,16,5,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 8,16,6,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 9,16,6,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 10,16,7,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 11,16,7,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 12,17,1,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 13,17,1,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 14,17,2,9,11,2024,League 1,Venue 1 Field #1
Team 6,Team 15,17,2,14,16,2024,League 1,Venue 1 Field #1
Team 6,Team 16,17,3,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 8,17,3,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 9,17,4,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 10,17,4,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 11,17,5,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 12,17,5,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 13,17,6,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 14,17,6,14,16,2024,League 1,Venue 1 Field #1
Team 7,Team 15,17,7,9,11,2024,League 1,Venue 1 Field #1
Team 7,Team 16,17,7,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 9,18,1,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 10,18,1,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 11,18,2,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 12,18,2,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 13,18,3,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 14,18,3,14,16,2024,League 1,Venue 1 Field #1
Team 8,Team 15,18,4,9,11,2024,League 1,Venue 1 Field #1
Team 8,Team 16,18,4,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 10,18,5,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 11,18,5,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 12,18,6,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 13,18,6,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 14,18,7,9,11,2024,League 1,Venue 1 Field #1
Team 9,Team 15,18,7,14,16,2024,League 1,Venue 1 Field #1
Team 9,Team 16,19,1,9,11,2024,League 1,Venue 1 Field #1
Team 10,Team 11,19,1,14,16,2024,League 1,Venue 1 Field #1
Team 10,Team 12,19,2,9,11,2024,League 1,Venue 1 Field #1
Team 10,Team 13,19,2,14,16,2024,League 1,Venue 1 Field #1
Team 10,Team 14,19,3,9,11,2024,League 1,Venue 1 Field #1
Team 10,Team 15,19,3,14,16,2024,League 1,Venue 1 Field #1
Team 10,Team 16,19,4,9,11,2024,League 1,Venue 1 Field #1
Team 11,Team 12,19,4,14,16,2024,League 1,Venue 1 Field #1
Team 11,Team 13,19,5,9,11,2024,League 1,Venue 1 Field #1
Team 11,Team 14,19,5,14,16,2024,League 1,Venue 1 Field #1
Team 11,Team 15,19,6,9,11,2024,League 1,Venue 1 Field #1
Team 11,Team 16,19,6,14,16,2024,League 1,Venue 1 Field #1
Team 12,Team 13,19,7,9,11,2024,League 1,Venue 1 Field #1
Team 12,Team 14,19,7,14,16,2024,League 1,Venue 1 Field #1
Team 12,Team 15,20,1,9,11,2024,League 1,Venue 1 Field #1
Team 12,Team 16,20,1,14,16,2024,League 1,Venue 1 Field #1
Team 13,Team 14,20,2,9,11,2024,League 1,Venue 1 Field #1
Team 13,Team 15,20,2,14,16,2024,League 1,Venue 1 Field #1
Team 13,Team 16,20,3,9,11,2024,League 1,Venue 1 Field #1
Team 14,Team 15,20,3,14,16,2024,League 1,Venue 1 Field #1
Team 14,Team 16,20,4,9,11,2024,League 1,Venue 1 Field #1
Team 15,Team 16,20,4,14,16,2024,League 1,Venue 1 Field #1
